ID,Pergunta,Consulta_SQL,Modelo
11," ""Quantas licitações abertas em 2024 possuem valor estimado acima de 1 milhão de reais?""","SELECT COUNT(*)
FROM Licitacao
WHERE ANO_LICITACAO = 2024
AND DATA_ABERTURA <= GETDATE()
AND VALOR_ESTIMADO > 1000000.000
ORDER BY VALOR_ESTIMADO DESC;",llama3-8b-8192
12," ""Quantas licitações foram realizadas pela entidade  TRIBUNAL DE JUSTIÇA no ano de 2024?""","```
SELECT COUNT(*) 
FROM LICITACAO 
WHERE ID_ENTIDADE IN (SELECT ID_ENTIDADE FROM ENTIDADE WHERE NOME = 'TRIBUNAL DE JUSTIÇA') 
AND ANO_LICITACAO = 2024;",llama3-8b-8192
13," ""Qual foi a licitação com o maior valor adjudicado em 2023 pela entidade PREFEITURA MUNICIPAL DE PORTO ACRE?""","SELECT * 
FROM Licitacao 
WHERE ANO_LICITACAO = 2023 
AND ID_ENTIDADE IN (SELECT ID_ENTIDADE FROM ENTIDADE WHERE NOME = 'PREFEITURA MUNICIPAL DE PORTO ACRE') 
ORDER BY VALOR_ADJUDICADO DESC 
LIMIT 1;",llama3-8b-8192
14," ""Quantas licitações possuem valor estimado superior a 500 mil reais e inferior a 1 milhão reais cadastradas em 2023?""","```
SELECT COUNT(*) 
FROM LICON_DEV.dbo.LICITACAO 
WHERE VALOR_ESTIMADO > 500000.000 AND VALOR_ESTIMADO < 1000000.000 AND ANO_LICITACAO = 2023
```",llama3-8b-8192
15, Qual a entidade responsavel pela última licitação cadastrada?,"SELECT E.NOME
FROM dbo.LICITACAO L
JOIN dbo.ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE
WHERE L.DATA_CADASTRO_PUBLICACAO = (SELECT MAX(DATA_CADASTRO_PUBLICACAO) FROM dbo.LICITACAO);",llama3-8b-8192
16," Quantas licitações existem para a modalidade ""Concurso""?","SELECT COUNT(*) 
FROM Licitacao 
WHERE ID_MODALIDADE_LICITACAO_NOVA = (SELECT ID_MODALIDADE_LICITACAO FROM Modalidade_Licitacao WHERE NOME = 'Concurso')",llama3-8b-8192
17," ""Quais foram as 3 entidades que mais realizaram licitações nos últimos 5 anos e qual foi o valor total adjudicado por cada uma?""","SELECT 
    e.Nome, 
    SUM(al.Valor_Adjudicado) as Valor_Total_Adjudicado
FROM 
    dbo.LICITACAO al
    INNER JOIN dbo.ENTIDADE e ON al.ID_ENTIDADE = e.ID_ENTIDADE
WHERE 
    YEAR(al.DATA_CADASTRO_PUBLICACAO) >= YEAR(DATEADD(year, -5, GETDATE()))
GROUP BY 
    e.Nome
ORDER BY 
    Valor_Total_Adjudicado DESC
 LIMIT 3",llama3-8b-8192
18," ""Quantas licitações tiveram valores estimados superiores à média de todas as licitações do mesmo ano?""","SELECT COUNT(*) 
FROM LICITACAO 
WHERE VALOR_ESTIMADO > (SELECT AVG(VALOR_ESTIMADO) FROM LICITACAO GROUP BY ANO_LICITACAO)",llama3-8b-8192
19, Quantas licitações por fase existem?,"SELECT COUNT(*) as qtde_licitacoes, fase  
FROM LICON_DEV.dbo.LICITACAO  
GROUP BY fase;",llama3-8b-8192
20, Quantas licitações foram abertas por mês nos últimos 6 meses?,"SELECT 
    DATENAME(MONTH, CONVERT(DATETIME, DATEADD(MONTH, 0, GETDATE()))) AS MES,
    COUNT(*) AS QUANTIDADE_LICITACOES
FROM 
    LICITACAO
WHERE 
    DATA_ABERTURA >= DATEADD(MONTH, -6, GETDATE())
GROUP BY 
    DATENAME(MONTH, CONVERT(DATETIME, DATEADD(MONTH, 0, GETDATE())))",llama3-8b-8192
21, Qual a entidade que mais cadastrou licitações?,"SELECT TOP 1 e.NOME, COUNT(*) AS NUMERO_LICITACOES
FROM LICITACAO l
INNER JOIN ENTIDADE e ON l.ID_ENTIDADE = e.ID_ENTIDADE
GROUP BY e.NOME
ORDER BY NUMERO_LICITACOES DESC;",llama3-8b-8192
22, Qual a quantidade de licitações cadastradas por ano a partir de 2020?,"SELECT 
    ANO_LICITACAO, 
    COUNT(*) AS QTD_LICITACOES
FROM 
    LICITACAO
WHERE 
    ANO_LICITACAO >= 2020
GROUP BY 
    ANO_LICITACAO",llama3-8b-8192
23, Qual o órgão que menos cadastrou licitações?,"SELECT TOP 1 E.NOME 
FROM ENTIDADE E 
LEFT JOIN LICITACAO L ON E.ID_ENTIDADE = L.ID_ENTIDADE 
GROUP BY E.NOME 
ORDER BY COUNT(L.ID_ENTIDADE) ASC;",llama3-8b-8192
24, Quais entidades cadastraram mais de 100 licitações em 2023,"SELECT 
    e.NOME, 
    COUNT(l.ID_LICITACAO) AS NUMERO_LICITACOES
FROM 
    LICITACAO l
    INNER JOIN ENTIDADE e ON l.ID_ENTIDADE = e.ID_ENTIDADE
WHERE 
    l.ANO_LICITACAO = 2023
GROUP BY 
    e.NOME
HAVING 
    COUNT(l.ID_LICITACAO) > 100",llama3-8b-8192
