ID,Pergunta,Consulta_SQL,Modelo
11," ""Quantas licitações abertas em 2024 possuem valor estimado acima de 1 milhão de reais?""",SELECT COUNT(NUMERO_LICITACAO) FROM dbo.LICITACAO WHERE ANO_LICITACAO = 2024 AND VALOR_ESTIMADO > 1000000.00,deepseek-r1-distill-llama-70b
12," ""Quantas licitações foram realizadas pela entidade  TRIBUNAL DE JUSTIÇA no ano de 2024?""",SELECT COUNT(*) FROM LICITACAO L INNER JOIN ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE WHERE E.NOME = 'TRIBUNAL DE JUSTIÇA' AND L.ANO_LICITACAO = 2024,deepseek-r1-distill-llama-70b
13," ""Qual foi a licitação com o maior valor adjudicado em 2023 pela entidade PREFEITURA MUNICIPAL DE PORTO ACRE?""",SELECT TOP 1 * FROM LICITACAO AS L INNER JOIN ENTIDADE AS E ON L.ID_ENTIDADE = E.ID_ENTIDADE WHERE E.NOME = 'PREFEITURA MUNICIPAL DE PORTO ACRE' AND L.ANO_LICITACAO = 2023 ORDER BY L.VALOR_ADJUDICADO DESC,deepseek-r1-distill-llama-70b
14," ""Quantas licitações possuem valor estimado superior a 500 mil reais e inferior a 1 milhão reais cadastradas em 2023?""",SELECT COUNT(*) FROM LICITACAO WHERE VALOR_ESTIMADO > 500000 AND VALOR_ESTIMADO < 1000000 AND ANO_LICITACAO = 2023,deepseek-r1-distill-llama-70b
15, Qual a entidade responsavel pela última licitação cadastrada?,SELECT TOP 1 E.NOME FROM LICITACAO L INNER JOIN ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE ORDER BY L.DATA_CADASTRO_PUBLICACAO DESC,deepseek-r1-distill-llama-70b
16," Quantas licitações existem para a modalidade ""Concurso""?",SELECT COUNT(*) FROM LICITACAO AS L JOIN MODALIDADE_LICITACAO AS M ON L.ID_MODALIDADE_LICITACAO_NOVA = M.ID_MODALIDADE_LICITACAO WHERE M.NOME = 'Concurso',deepseek-r1-distill-llama-70b
17," ""Quais foram as 3 entidades que mais realizaram licitações nos últimos 5 anos e qual foi o valor total adjudicado por cada uma?""","SELECT TOP 3 E.NOME AS NOME_ENTIDADE, COUNT(L.NUMERO_LICITACAO) AS QUANTIDADE_LICITACOES, SUM(L.VALOR_ADJUDICADO) AS VALOR_TOTAL_ADJUDICADO FROM LICITACAO L INNER JOIN ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE WHERE L.ANO_LICITACAO BETWEEN 2018 AND 2022 GROUP BY E.NOME ORDER BY QUANTIDADE_LICITACOES DESC",deepseek-r1-distill-llama-70b
18," ""Quantas licitações tiveram valores estimados superiores à média de todas as licitações do mesmo ano?""",SELECT COUNT(*) FROM LICITACAO L WHERE L.VALOR_ESTIMADO > (SELECT AVG(VALOR_ESTIMADO) FROM LICITACAO WHERE ANO_LICITACAO = L.ANO_LICITACAO),deepseek-r1-distill-llama-70b
19, Quantas licitações por fase existem?,"SELECT FASE, COUNT(*) AS QUANTIDADE FROM LICITACAO GROUP BY FASE ORDER BY QUANTIDADE DESC",deepseek-r1-distill-llama-70b
20, Quantas licitações foram abertas por mês nos últimos 6 meses?,"SELECT YEAR(DATA_ABERTURA) AS Ano, MONTH(DATA_ABERTURA) AS Mes, COUNT(NUMERO_LICITACAO) AS Quantidade FROM LICITACAO WHERE DATA_ABERTURA >= DATEADD(month, -6, GETDATE()) GROUP BY YEAR(DATA_ABERTURA), MONTH(DATA_ABERTURA) ORDER BY Ano, Mes",deepseek-r1-distill-llama-70b
21, Qual a entidade que mais cadastrou licitações?,"SELECT TOP 1 E.NOME, COUNT(L.ID_ENTIDADE) AS QUANTIDADE FROM LICITACAO L INNER JOIN ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE GROUP BY E.NOME ORDER BY QUANTIDADE DESC",deepseek-r1-distill-llama-70b
22, Qual a quantidade de licitações cadastradas por ano a partir de 2020?,"SELECT ANO_LICITACAO, COUNT(*) AS QUANTIDADE_LICITACOES FROM LICITACAO WHERE ANO_LICITACAO >= 2020 GROUP BY ANO_LICITACAO",deepseek-r1-distill-llama-70b
23, Qual o órgão que menos cadastrou licitações?,"SELECT TOP 1 E.ID_ENTIDADE, E.NOME, COUNT(L.ID_ENTIDADE) AS QTD_LICITACOES FROM ENTIDADE E INNER JOIN LICITACAO L ON E.ID_ENTIDADE = L.ID_ENTIDADE GROUP BY E.ID_ENTIDADE, E.NOME ORDER BY QTD_LICITACOES ASC",deepseek-r1-distill-llama-70b
24, Quais entidades cadastraram mais de 100 licitações em 2023,"```sql
SELECT E.NOME AS NOME_ENTIDADE, COUNT(L.ID_ENTIDADE) AS QUANTIDADE_LICITACOES FROM LICITACAO L INNER JOIN ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE WHERE L.ANO_LICITACAO = 2023 GROUP BY E.NOME ORDER BY QUANTIDADE_LICITACOES DESC HAVING COUNT(L.ID_ENTIDADE) > 100
```",deepseek-r1-distill-llama-70b
