ID,Pergunta,Consulta_SQL,Modelo
17," ""Quantas licitações possuem valor estimado superior a 500 mil reais e inferior a 1 milhão reais cadastradas em 2023?""","SELECT COUNT(*) 
FROM LICON_DEV.dbo.LICITACAO 
WHERE ANO_LICITACAO = 2023 
AND VALOR_ESTIMADO > 500000 
AND VALOR_ESTIMADO < 1000000",gpt-4
18," ""Quantas licitações tiveram participação exclusiva em 2024?""","SELECT COUNT(*) 
FROM dbo.LICITACAO 
WHERE ANO_LICITACAO = 2024 AND PARTICIPACAO_EXCLUSIVA = 1;",gpt-4
19, Qual a entidade responsavel pela última licitação cadastrada?,"SELECT TOP 1 ID_ENTIDADE 
FROM dbo.LICITACAO 
ORDER BY DATA_CADASTRO_PUBLICACAO DESC",gpt-4
20," Quantas licitações existem para a modalidade ""Concurso""?","SELECT COUNT(*) 
FROM dbo.LICITACAO 
WHERE ID_MODALIDADE_LICITACAO_NOVA = 'Concurso'",gpt-4
21," ""Quais foram as 3 entidades que mais realizaram licitações nos últimos 5 anos e qual foi o valor total adjudicado por cada uma?""","SELECT TOP 3 
    ID_ENTIDADE, 
    COUNT(*) AS NUMERO_LICITACOES, 
    SUM(VALOR_ADJUDICADO) AS VALOR_TOTAL_ADJUDICADO
FROM 
    dbo.LICITACAO
WHERE 
    ANO_LICITACAO >= YEAR(GETDATE()) - 5
GROUP BY 
    ID_ENTIDADE
ORDER BY 
    NUMERO_LICITACOES DESC;",gpt-4
22," ""Quais os 3 usuários que cadastraram mais licitações nos últimos 12 meses e a média de valor estimado por cada um?""","SELECT TOP 3 
    ID_USUARIO, 
    COUNT(*) AS NUMERO_LICITACOES, 
    AVG(VALOR_ESTIMADO) AS MEDIA_VALOR_ESTIMADO
FROM 
    dbo.LICITACAO
WHERE 
    DATA_CADASTRO_PUBLICACAO >= DATEADD(YEAR, -1, GETDATE())
GROUP BY 
    ID_USUARIO
ORDER BY 
    NUMERO_LICITACOES DESC;",gpt-4
23," ""Quais os 3 usuários cadastraram licitações com valores estimados acima da média geral de 2024?""","SELECT TOP 3 ID_USUARIO
FROM dbo.LICITACAO
WHERE ANO_LICITACAO = 2024 AND VALOR_ESTIMADO > (SELECT AVG(VALOR_ESTIMADO) FROM dbo.LICITACAO WHERE ANO_LICITACAO = 2024)",gpt-4
24," ""Quantas licitações tiveram valores estimados superiores à média de todas as licitações do mesmo ano?""","SELECT COUNT(*) 
FROM dbo.LICITACAO AS L1
WHERE L1.VALOR_ESTIMADO > (
    SELECT AVG(L2.VALOR_ESTIMADO) 
    FROM dbo.LICITACAO AS L2 
    WHERE L1.ANO_LICITACAO = L2.ANO_LICITACAO
)",gpt-4
25, Quantas licitações por fase existem?,"SELECT FASE, COUNT(*) AS QUANTIDADE
FROM dbo.LICITACAO
GROUP BY FASE;",gpt-4
26, Quantas licitações foram abertas por mês nos últimos 6 meses?,"SELECT 
    MONTH(DATA_ABERTURA) AS Mes, 
    COUNT(*) AS Quantidade_Licitacoes
FROM 
    dbo.LICITACAO
WHERE 
    DATA_ABERTURA >= DATEADD(MONTH, -6, GETDATE())
GROUP BY 
    MONTH(DATA_ABERTURA)",gpt-4
27, Qual a entidade que mais cadastrou licitações?,"SELECT ID_ENTIDADE, COUNT(*) AS QUANTIDADE
FROM dbo.LICITACAO
GROUP BY ID_ENTIDADE
ORDER BY QUANTIDADE DESC
LIMIT 1;",gpt-4
28, Qual a quantidade de licitações cadastradas por ano a partir de 2020?,"SELECT ANO_LICITACAO, COUNT(*) AS QUANTIDADE_LICITACOES
FROM dbo.LICITACAO
WHERE ANO_LICITACAO >= 2020
GROUP BY ANO_LICITACAO
ORDER BY ANO_LICITACAO;",gpt-4
29, Qual o órgão que menos cadastrou licitações?,"SELECT ORGAO, COUNT(*) AS QUANTIDADE
FROM dbo.LICITACAO
GROUP BY ORGAO
ORDER BY QUANTIDADE ASC
FETCH FIRST 1 ROW ONLY;",gpt-4
30, Quais entidades cadastraram mais de 100 licitações em 2023,"SELECT ID_ENTIDADE, COUNT(*) AS QUANTIDADE_LICITACOES
FROM dbo.LICITACAO
WHERE ANO_LICITACAO = 2023
GROUP BY ID_ENTIDADE
HAVING COUNT(*) > 100;",gpt-4
