ID,Pergunta,Consulta_SQL,Modelo
15," ""Quais as licitações com valor estimado superior a 500 mil reais e que ainda estão em análise?""",SELECT * FROM Licitacao WHERE VALOR_ESTIMADO > 500000 AND STATUS_ANALISE = 'EM ANÁLISE';,llama3-8b-8192
16," ""Quantas licitações tiveram participação exclusiva em 2024?""",SELECT COUNT(*) FROM LICITACAO WHERE ID_ENTIDADE_PARTICIPANTE IN (SELECT ID_ENTIDADE FROM ENTIDADE WHERE YEAR(DATA_CADASTRO_PUBLICACAO) = 2024 AND ID_ENTIDADE = ID_ENTIDADE_PARTICIPANTE) AND ID_ENTIDADE_PARTICIPANTE NOT IN (SELECT ID_ENTIDADE FROM ENTIDADE WHERE ID_ENTIDADE != ID_ENTIDADE_PARTICIPANTE),llama3-8b-8192
17," ""Quais foram os 3 órgãos que mais realizaram licitações nos últimos 5 anos e qual foi o valor total adjudicado por cada um?""","SELECT TOP 3 ORGAO, SUM(VALOR_ADJUDICADO) AS VALOR_TOTAL FROM LICITACAO WHERE ANO_LICITACAO >= DATEADD(year, -5, GETDATE()) GROUP BY ORGAO ORDER BY SUM(VALOR_ADJUDICADO) DESC",llama3-8b-8192
18," ""Quais os 5 usuários que cadastraram mais licitações nos últimos 12 meses e a média de valor estimado por cada um?""","SELECT TOP 5 L.ID_USUARIO, COUNT(*) AS QUANTIDADE_LICITACOES, AVG(L.VALOR_ESTIMADO) AS MEDIA_VALOR_ESTIMADO FROM LICITACAO L WHERE L.DATA_CADASTRO_PUBLICACAO >= DATEADD(MONTH, -12, GETDATE()) GROUP BY L.ID_USUARIO ORDER BY QUANTIDADE_LICITACOES DESC;",llama3-8b-8192
19," ""Para cada entidade participante","SELECT L.ID_ENTIDADE_PARTICIPANTE, E.NOME_ENTIDADE, COUNT(*) AS NUMERO_LICITACOES FROM Licitacao L INNER JOIN Entidade E ON L.ID_ENTIDADE_PARTICIPANTE = E.ID_ENTIDADE GROUP BY L.ID_ENTIDADE_PARTICIPANTE, E.NOME_ENTIDADE ORDER BY NUMERO_LICITACOES DESC;",llama3-8b-8192
20," ""Quais licitações tiveram valores estimados superiores à média de todas as licitações do mesmo ano?""","SELECT L.*) FROM LICITACAO L JOIN ( SELECT ANO_LICITACAO, AVG(VALOR_ESTIMADO) AS AVG_VALOR_ESTIMADO FROM LICITACAO GROUP BY ANO_LICITACAO ) AS AVG_VALOR_ESTIMADO_BY_YEAR ON L.ANO_LICITACAO = AVG_VALOR_ESTIMADO_BY_YEAR.ANO_LICITACAO WHERE L.VALOR_ESTIMADO > AVG_VALOR_ESTIMADO_BY_YEAR.AVG_VALOR_ESTIMADO",llama3-8b-8192
1," ""Qual o número da licitação com maior valor do ano de 2024?""",SELECT NUMERO_LICITACAO FROM LICITACAO WHERE ANO_LICITACAO = 2024 ORDER BY VALOR_ESTIMADO DESC LIMIT 1,llama3-8b-8192
2," ""Qual o valor da licitação com maior valor do ano de 2023?""",SELECT TOP 1 VALOR_ESTIMADO FROM LICITACAO WHERE ANO_LICITACAO = 2023 ORDER BY VALOR_ESTIMADO DESC,llama3-8b-8192
3," ""Quais são os órgãos responsáveis pelas licitações cadastradas em 2024?""",SELECT DISTINCT ORGAO FROM LICITACAO WHERE ANO_LICITACAO = 2024,llama3-8b-8192
4," ""Quantas licitações foram cadastradas no ano de 2024?""",SELECT COUNT(*) FROM LICITACAO WHERE ANO_LICITACAO = 2024;,llama3-8b-8192
5," ""Quais foram os números das licitações abertas em janeiro de 2024?""",SELECT NUMERO_LICITACAO FROM LICON_DEV.dbo.LICITACAO WHERE ANO_LICITACAO = 2024 AND MONTH(DATA_ABERTURA) = 1;,llama3-8b-8192
6," ""Qual foi o status da licitação com maior valor adjudicado em 2023?""",SELECT TOP 1 STATUS_ANALISE FROM Licitacao WHERE ANO_LICITACAO = 2023 ORDER BY VALOR_ADJUDICADO DESC,llama3-8b-8192
7," ""Quantas licitações abertas em 2024 possuem valor estimado acima de 1 milhão de reais?""",SELECT COUNT(*) FROM LICITACAO WHERE ANO_LICITACAO = 2024 AND VALOR_ESTIMADO > 1000000.000,llama3-8b-8192
8," ""Quais licitações possuem o tipo de adjudicação como 'Menor Preço'?""",SELECT * FROM LICITACAO WHERE TIPO_ADJUDICACAO = 'Menor Preço',llama3-8b-8192
9," ""Quais foram as 5 licitações com os maiores valores adjudicados em 2024?""",SELECT TOP 5 * FROM LICITACAO WHERE ANO_LICITACAO = 2024 ORDER BY VALOR_ADJUDICADO DESC,llama3-8b-8192
10," ""Qual é a média do valor estimado das licitações cadastradas em 2023?""",``` SELECT AVG(VALOR_ESTIMADO) FROM LICITACAO WHERE ANO_LICITACAO = 2023,llama3-8b-8192
11," ""Qual o órgão que mais realizou licitações em 2022?""",SELECT TOP 1 ORGAO FROM LICITACAO WHERE ANO_LICITACAO = 2022 GROUP BY ORGAO ORDER BY COUNT(*) DESC;,llama3-8b-8192
12," ""Quantas licitações foram realizadas por cada entidade no ano de 2024?""","``` SELECT L.ID_ENTIDADE, E.NOME_ENTIDADE, COUNT(*) AS QTD_LICITACOES FROM Licitacao L INNER JOIN Entidade E ON L.ID_ENTIDADE = E.ID_ENTIDADE WHERE L.ANO_LICITACAO = 2024 GROUP BY L.ID_ENTIDADE, E.NOME_ENTIDADE ORDER BY QTD_LICITACOES DESC;",llama3-8b-8192
13," ""Quantas licitações possuem a legislação informada como ""Lei 14333""?""",SELECT COUNT(*) FROM LICITACAO WHERE ID_MODALIDADE_LICITACAO = 'Lei 14333';,llama3-8b-8192
14," ""Para cada órgão","SELECT ORGAO, COUNT(*) AS TotalLicitações FROM LICITACAO GROUP BY ORGAO",llama3-8b-8192
15," ""Quais as licitações com valor estimado superior a 500 mil reais e que ainda estão em análise?""",SELECT * FROM Licitacao WHERE VALOR_ESTIMADO > 500000 AND STATUS_ANALISE = 'ANÁLISE',llama3-8b-8192
16," ""Quantas licitações tiveram participação exclusiva em 2024?""",SELECT COUNT(*) FROM LICITACAO WHERE ID_ENTIDADE_PARTICIPANTE != '0' AND ANO_LICITACAO = '2024';,llama3-8b-8192
17," ""Quais foram os 3 órgãos que mais realizaram licitações nos últimos 5 anos e qual foi o valor total adjudicado por cada um?""","``` SELECT TOP 3 ORGAO, SUM(VALOR_ADJUDICADO) AS VAOR_TOTAL_ADJUDICADO FROM LICITACAO WHERE ANO_LICITACAO >= YEAR(SYSDATETIME()) - 5 GROUP BY ORGAO ORDER BY VAOR_TOTAL_ADJUDICADO DESC;",llama3-8b-8192
1," ""Qual o número da licitação com maior valor do ano de 2024?""",SELECT NUMERO_LICITACAO FROM LICITACAO WHERE ANO_LICITACAO = 2024 ORDER BY VALOR_ESTIMADO DESC LIMIT 1;,llama3-8b-8192
2," ""Qual o valor da licitação com maior valor do ano de 2023?""",SELECT TOP 1 VALOR_ESTIMADO FROM LICITACAO WHERE ANO_LICITACAO = 2023 ORDER BY VALOR_ESTIMADO DESC;,llama3-8b-8192
3," ""Quais são os órgãos responsáveis pelas licitações cadastradas em 2024?""",SELECT ORGAO FROM LICITACAO WHERE ANO_LICITACAO = 2024;,llama3-8b-8192
4," ""Quantas licitações foram cadastradas no ano de 2024?""",``` SELECT COUNT(*) FROM LICITACAO WHERE ANO_LICITACAO = 2024;,llama3-8b-8192
5," ""Quais foram os números das licitações abertas em janeiro de 2024?""",SELECT NUMERO_LICITACAO FROM LICITACAO WHERE ANO_LICITACAO = 2024 AND MONTH(DATA_ABERTURA) = 1;,llama3-8b-8192
6," ""Qual foi o status da licitação com maior valor adjudicado em 2023?""",SELECT TOP 1 STATUS_ANALISE FROM LICITACAO WHERE ANO_LICITACAO = 2023 ORDER BY VALOR_ADJUDICADO DESC,llama3-8b-8192
7," ""Quantas licitações abertas em 2024 possuem valor estimado acima de 1 milhão de reais?""",SELECT COUNT(*) FROM Licitacao WHERE ANO_LICITACAO = 2024 AND VALOR_ESTIMADO > 1000000.000 AND STATUS_ANALISE = 'Aberta',llama3-8b-8192
8," ""Quais licitações possuem o tipo de adjudicação como 'Menor Preço'?""",SELECT * FROM LICITACAO WHERE TIPO_ADJUDICACAO = 'Menor Preço',llama3-8b-8192
9," ""Quais foram as 5 licitações com os maiores valores adjudicados em 2024?""","SELECT TOP 5 Valor_Adjudicado, Numero_Licitacao, Ano_Licitacao, Data_Abertura, Tipo_Adjudicacao, Orgao FROM Licitacao WHERE Ano_Licitacao = 2024 ORDER BY Valor_Adjudicado DESC;",llama3-8b-8192
10," ""Qual é a média do valor estimado das licitações cadastradas em 2023?""",``` SELECT AVG(VALOR_ESTIMADO) FROM LICITACAO WHERE ANO_LICITACAO = 2023;,llama3-8b-8192
11," ""Qual o órgão que mais realizou licitações em 2022?""",SELECT TOP 1 ORGAO FROM LICITACAO WHERE ANO_LICITACAO = 2022 GROUP BY ORGAO ORDER BY COUNT(*) DESC,llama3-8b-8192
12," ""Quantas licitações foram realizadas por cada entidade no ano de 2024?""","SELECT E.NOME AS ENTIDADE, COUNT(L.NUMERO_LICITACAO) AS QTDE_LICITACOES FROM LICITACAO L INNER JOIN ENTIDADE E ON L.ID_ENTIDADE = E.ID_ENTIDADE WHERE L.ANO_LICITACAO = 2024 GROUP BY E.NOME;",llama3-8b-8192
13," ""Quantas licitações possuem a legislação informada como ""Lei 14333""?""",SELECT COUNT(*) FROM LICITACAO WHERE ID_MODALIDADE_LICITACAO LIKE '%Lei 14333%';,llama3-8b-8192
14," ""Para cada órgão","SELECT ORGAO, COUNT(*) AS QUANTIDADE_LICITACOES, SUM(VALOR_ESTIMADO) AS VALOR_ESTIMADO_TOTAL FROM LICON_DEV.dbo.LICITACAO GROUP BY ORGAO ORDER BY ORGAO;",llama3-8b-8192
15," ""Quais as licitações com valor estimado superior a 500 mil reais e que ainda estão em análise?""",SELECT * FROM LICITACAO WHERE VALOR_ESTIMADO > 500000 AND STATUS_ANALISE = 'EM ANÁLISE',llama3-8b-8192
16," ""Quantas licitações tiveram participação exclusiva em 2024?""",SELECT COUNT(*) FROM Licitacao WHERE DATA_CADASTRO PUBLICACAO >= '2024-01-01' AND DATA_CADASTRO PUBLICACAO < '2025-01-01' AND ID_ENTIDADE_PARTICIPANTE = (SELECT ID_ENTIDADE FROM Licitacao GROUP BY ID_ENTIDADE HAVING COUNT(DISTINCT ID_ENTIDADE_PARTICIPANTE) = 1);,llama3-8b-8192
17," ""Quais foram os 3 órgãos que mais realizaram licitações nos últimos 5 anos e qual foi o valor total adjudicado por cada um?""","``` SELECT TOP 3 ORGAO, SUM(VALOR_ADJUDICADO) AS VALOR_TOTAL FROM LICITACAO WHERE ANO_LICITACAO >= YEAR(GETDATE()) - 5 GROUP BY ORGAO ORDER BY VALOR_TOTAL DESC;",llama3-8b-8192
18," ""Quais os 5 usuários que cadastraram mais licitações nos últimos 12 meses e a média de valor estimado por cada um?""","``` SELECT TOP 5 L.ID_USUARIO, USUARIO.NOME, AVG(L.VALOR_ESTIMADO) AS MEDIA_VALOR_ESTIMADO FROM LICITACAO L JOIN USUARIO ON L.ID_USUARIO = USUARIO.ID_USUARIO WHERE L.DATACADASTRO_PUBLICACAO >= DATEADD(MONTH, -12, GETDATE()) GROUP BY L.ID_USUARIO, USUARIO.NOME ORDER BY COUNT(L.ID_LICITACAO) DESC;",llama3-8b-8192
19," ""Para cada entidade participante","SELECT EL.ID_ENTIDADE, E.NOME_ENTIDADE, COUNT(*) AS NUMERO_LICITAÇÕES FROM LICON_DEV.dbo.LICITACAO L INNER JOIN LICON_DEV.dbo.ENTIDADE_PARTICIPANTE EP ON L.ID_ENTIDADE_PARTICIPANTE = EP.ID_ENTIDADE_PARTICIPANTE INNER JOIN LICON_DEV.dbo.ENTIDADE E ON EP.ID_ENTIDADE = E.ID_ENTIDADE GROUP BY EL.ID_ENTIDADE, E.NOME_ENTIDADE ORDER BY COUNT(*) DESC;",llama3-8b-8192
20," ""Quais licitações tiveram valores estimados superiores à média de todas as licitações do mesmo ano?""","SELECT l.* FROM LICITACAO l JOIN ( SELECT ano_licitacao, AVG(VALOR_ESTIMADO) AS MEDIA_ESTIMADO FROM LICITACAO GROUP BY ano_licitacao ) m ON l.ano_licitacao = m.ano_licitacao WHERE l.VALOR_ESTIMADO > m.MEDIA_ESTIMADO ORDER BY l.ANO_LICITACAO, l.VALOR_ESTIMADO DESC;",llama3-8b-8192
